timestamp,open,high,low,close,volume,oi,expired_instrument_key,strike_price,instrument_type
2025-09-30T15:25:00+05:30,0.05,0.15,0.05,0.1,973725,3420225,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T15:20:00+05:30,0.05,0.1,0.05,0.1,1400700,4585575,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T15:15:00+05:30,0.15,0.15,0.05,0.1,1503825,4808325,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T15:10:00+05:30,0.15,0.25,0.1,0.15,1933725,5029200,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T15:05:00+05:30,0.15,0.2,0.15,0.15,921825,5135250,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T15:00:00+05:30,0.3,0.35,0.15,0.2,1108200,5216625,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T14:55:00+05:30,0.35,0.35,0.3,0.3,969825,5147025,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T14:50:00+05:30,0.45,0.45,0.3,0.35,1340925,5201625,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T14:45:00+05:30,0.5,0.5,0.4,0.4,1259625,5202975,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T14:40:00+05:30,0.4,0.55,0.4,0.45,1410975,5166000,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T14:35:00+05:30,0.65,0.7,0.4,0.45,3039750,5173425,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T14:30:00+05:30,0.75,0.85,0.65,0.65,1094925,5497950,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T14:25:00+05:30,0.75,0.85,0.65,0.75,1762350,5514750,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T14:20:00+05:30,0.75,0.85,0.65,0.7,2091825,5548725,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T14:15:00+05:30,0.8,0.9,0.75,0.75,949950,5464575,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T14:10:00+05:30,0.8,0.9,0.7,0.8,1295625,5431875,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T14:05:00+05:30,0.65,0.9,0.65,0.75,851925,5553300,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T14:00:00+05:30,0.8,0.85,0.65,0.65,826575,5669400,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T13:55:00+05:30,0.85,0.9,0.8,0.8,838875,5621325,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T13:50:00+05:30,0.95,1.0,0.8,0.9,1097925,5579550,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T13:45:00+05:30,1.0,1.05,0.9,0.9,614700,5481975,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T13:40:00+05:30,1.1,1.1,0.95,0.95,845700,5465850,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T13:35:00+05:30,1.0,1.1,0.9,1.1,1454175,5550075,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T13:30:00+05:30,0.9,1.0,0.9,0.95,889050,5558325,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T13:25:00+05:30,0.9,0.95,0.85,0.9,778500,5604075,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T13:20:00+05:30,0.95,1.0,0.85,0.85,847725,5619375,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T13:15:00+05:30,0.95,0.95,0.9,0.95,246225,5564250,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T13:10:00+05:30,0.95,1.0,0.85,0.9,1058175,5620350,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T13:05:00+05:30,0.9,1.0,0.9,0.9,759450,5508300,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T13:00:00+05:30,0.85,0.95,0.85,0.9,479025,5465475,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T12:55:00+05:30,0.85,0.95,0.85,0.9,558225,5479875,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T12:50:00+05:30,0.85,0.95,0.85,0.9,468750,5531550,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T12:45:00+05:30,0.95,0.95,0.85,0.85,298950,5637075,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T12:40:00+05:30,1.0,1.0,0.9,0.95,552900,5702025,NSE_FO|60481|30-09-2025,25050.0,CE
2025-09-30T12:35:00+05:30,0.95,1.1,0.9,0.95,944400,5731200,NSE_FO|60481|30-09-2025,25050.0,CE
