timestamp,index_open,index_high,index_low,index_close,index_volume,index_oi
2025-09-23T09:15:00+05:30,24962.9,24991.62,24922.71,24964.82,2939450,48372342
2025-09-23T09:20:00+05:30,24962.12,24982.93,24927.18,24958.4,4724881,33190226
2025-09-23T09:25:00+05:30,24981.87,24990.6,24964.42,24977.52,1453444,40874514
2025-09-23T09:30:00+05:30,24965.86,24994.44,24921.83,24964.7,1442702,22208086
2025-09-23T09:35:00+05:30,24964.99,24995.83,24930.29,24972.7,1733558,16084905
2025-09-23T09:40:00+05:30,24953.05,24966.93,24928.84,24949.66,2255416,14652113
2025-09-23T09:45:00+05:30,24940.19,24967.99,24908.73,24947.01,3430935,37921838
2025-09-23T09:50:00+05:30,24943.58,24972.86,24896.25,24940.18,4390722,17258748
2025-09-23T09:55:00+05:30,24951.05,24982.7,24907.77,24953.84,1438950,17321847
2025-09-23T10:00:00+05:30,24959.24,24974.74,24936.26,24959.43,1173046,27564887
2025-09-23T10:05:00+05:30,24960.85,24983.72,24920.1,24954.42,4365247,28157933
2025-09-23T10:10:00+05:30,24952.44,24974.91,24914.56,24948.27,2379114,35908361
2025-09-23T10:15:00+05:30,24955.73,24977.01,24924.19,24955.99,2195554,18056165
2025-09-23T10:20:00+05:30,24942.78,24972.91,24890.46,24935.65,2753788,29390841
2025-09-23T10:25:00+05:30,24966.61,24995.1,24941.63,24978.45,4845779,46445038
2025-09-23T10:30:00+05:30,24997.17,25023.99,24949.14,24989.37,3257435,29521842
2025-09-23T10:35:00+05:30,24941.36,24961.5,24914.82,24943.81,3863418,31330221
2025-09-23T10:40:00+05:30,24942.97,24972.68,24903.74,24946.53,4885291,33350460
2025-09-23T10:45:00+05:30,24986.53,25016.26,24937.07,24981.67,3184396,20401270
2025-09-23T10:50:00+05:30,24973.81,25003.36,24926.32,24970.64,1375510,40361221
2025-09-23T10:55:00+05:30,24961.28,24989.81,24923.58,24964.67,1732937,19201906
2025-09-23T11:00:00+05:30,24952.73,24980.61,24902.84,24944.65,1775557,21745083
